date,code,open,high,low,close,volume,foreign_net,prop_net,dealer_net,total_net
20220118,713,31.395071390597536,31.496019730979526,31.322963468441845,31.402280807495117,1373032.0,97000.0,0.0,822677.0,919677.0
20220118,878,14.09155957789483,14.171460618351205,14.09155957789483,14.120615005493164,11678136.0,1030987.0,0.0,-2954044.0,-1923057.0
20220118,1319,28.47,28.47,27.95,27.95,1243012.0,-863663.0,0.0,2432.0,-861231.0
20220118,1471,8.42,8.45,8.15,8.39,532303.0,-25000.0,72000.0,0.0,47000.0
20220118,1522,16.09,16.17,16.05,16.13,159186.0,-11532.0,0.0,-1000.0,-12532.0
20220118,1524,8.4,8.48,8.4,8.44,172139.0,30000.0,23000.0,7000.0,0.0
20220118,1536,82.29,82.48,80.91,80.91,736350.0,-232022.0,0.0,-127566.0,-359588.0
20220118,1582,54.31,54.31,54.15,54.23,161250.0,-1000.0,0.0,564.0,-436.0
20220118,1587,21.88,22.09,21.88,21.92,45262.0,1000.0,0.0,0.0,1000.0
20220118,2059,444.35,448.56,439.22,442.49,157104.0,-67300.0,18000.0,-2754.0,-52054.0
20220118,2201,37.83,37.96,37.56,37.61,2850868.0,-229062.0,-258000.0,-143000.0,-630062.0
20220118,2204,47.82,48.35,47.82,48.2,185089.0,-42000.0,0.0,-2000.0,-44000.0
20220118,2206,23.48,23.69,23.39,23.6,466536.0,83000.0,0.0,0.0,83000.0
20220118,2231,147.99,151.6,147.99,150.0,678368.0,165387.0,0.0,53215.0,218602.0
20220118,2233,88.16,92.32,88.16,91.07,1138224.0,165995.0,6000.0,10000.0,181995.0
20220118,2243,16.7,17.14,16.65,16.94,54273.0,8000.0,0.0,0.0,8000.0
20220118,2301,51.88,52.2,51.47,51.47,3906916.0,-549204.0,-47853.0,68001.0,-529056.0
20220118,2302,14.37,14.42,13.89,14.02,349576.0,20000.0,0.0,0.0,20000.0
20220118,2303,50.26037058050425,50.57206399017001,49.71490859985352,49.71490859985352,96924393.0,8442072.0,-115064.0,567807.0,8894815.0
20220118,2305,11.0,11.25,10.7,10.9,5763809.0,-509000.0,67000.0,0.0,-442000.0
20220118,2308,251.32,253.61,250.87,250.87,2492696.0,-79996.0,53297.0,-107979.0,-134678.0
20220118,2312,14.59,14.87,14.45,14.5,12106028.0,-219000.0,0.0,-254000.0,-473000.0
20220118,2313,37.2942008972168,37.976931600733366,37.16618746601885,37.2942008972168,12711702.0,3267000.0,0.0,-1087304.0,2179696.0
20220118,2314,160.4,167.86,159.7,161.8,901662.0,-182990.0,0.0,13535.0,-169455.0
20220118,2316,32.99,32.99,31.78,32.06,1812282.0,107000.0,81000.0,-3499.0,184501.0
20220118,2317,89.18490309415809,89.18490309415809,88.33145904541016,88.33145904541016,14778734.0,-543362.0,225442.0,39001.0,-278919.0
20220118,2323,10.85,10.85,10.49,10.67,9146931.0,-750000.0,564000.0,266000.0,80000.0
20220118,2324,19.97314890609421,20.288931130598833,19.894204855729292,20.091567993164062,22484964.0,4893543.0,-25040.0,1208525.0,6077028.0
20220118,2327,117.57227759616656,119.18602497233468,115.72801208496094,115.72801208496094,24741689.0,-488068.0,111000.0,-69511.0,-446579.0
20220118,2328,33.18,33.31,32.88,32.92,1119098.0,-85000.0,0.0,-32675.0,-117675.0
20220118,2329,21.29,22.07,21.29,21.34,6736142.0,360200.0,0.0,-2111.0,358089.0
20220118,2330,626.5328105453998,629.3050796186095,611.7473754882812,611.7473754882812,43593330.0,-13959113.0,-30266.0,-206978.0,-14196357.0
20220118,2331,19.2,19.71,19.2,19.53,1019544.0,-75000.0,0.0,-14663.0,-89663.0
20220118,2332,16.47,16.47,16.14,16.23,1198413.0,-199000.0,0.0,-7000.0,-206000.0
20220118,2337,35.52574794718353,35.919019227876504,35.17616977120693,35.3072624206543,7015805.0,2010400.0,130000.0,176288.0,2316688.0
20220118,2338,93.65,96.88,93.19,96.42,18530146.0,965217.0,3425000.0,117437.0,4507654.0
20220118,2340,56.6,57.23,55.51,55.78,17333053.0,-1815770.0,192000.0,-375589.0,-1999359.0
20220118,2342,42.58,42.95,42.02,42.07,956742.0,-151000.0,0.0,-1769.0,-152769.0
20220118,2344,28.077466427894997,28.44389196696868,27.89425277709961,27.89425277709961,28929461.0,6089943.0,165000.0,150760.0,6405703.0
20220118,2345,248.86,253.49,247.93,249.32,1178008.0,179415.0,17000.0,-19305.0,177110.0
20220118,2347,54.62,55.74,54.38,55.34,5537838.0,1145685.0,-6000.0,408000.0,1547685.0
20220118,2349,10.0,10.05,9.79,9.8,4421016.0,-900000.0,0.0,-90000.0,-990000.0
20220118,2351,131.04,135.96,130.15,132.39,2941684.0,-152000.0,-601000.0,44015.0,-708985.0
20220118,2352,29.42,29.66,29.28,29.28,4441288.0,1650000.0,881000.0,769000.0,-9000.0
20220118,2353,24.45479181846823,24.614889269969503,24.37474461952005,24.41476821899414,13233184.0,5654974.0,-49996.0,-258727.0,5346251.0
20220118,2354,56.22,56.76,56.13,56.13,2431324.0,-294597.0,0.0,-7126.0,-301723.0
20220118,2355,33.326302380120744,33.853894194662416,32.79870721123212,32.930606842041016,5871545.0,238000.0,0.0,-170797.0,67203.0
20220118,2356,21.46,21.59,21.42,21.46,4247923.0,873665.0,14000.0,234000.0,1121665.0
20220118,2357,286.61,289.26,285.85,288.5,1943690.0,701310.0,-16165.0,29850.0,714995.0
20220118,2359,22.47,23.06,22.24,22.29,2571449.0,-21000.0,0.0,0.0,-21000.0
20220118,2360,192.8,195.45,190.14,192.8,973646.0,-36000.0,164000.0,2000.0,130000.0
20220118,2362,26.29,26.29,25.96,26.0,343631.0,27000.0,0.0,0.0,27000.0
20220118,2363,29.29,29.46,28.87,28.93,3833820.0,1162000.0,1257000.0,-95000.0,0.0
20220118,2365,11.19,11.23,11.05,11.19,592966.0,-45000.0,109000.0,0.0,64000.0
20220118,2367,17.808551922293105,18.093489119917788,17.761064529418945,17.761064529418945,1505552.0,185000.0,0.0,150.0,185150.0
20220118,2368,82.34,86.01,80.65,85.81,96754745.0,10353227.0,246000.0,749362.0,11348589.0
20220118,2369,22.878421048937614,23.23659731518192,22.475475311279297,22.475475311279297,3266948.0,-416000.0,0.0,-27638.0,-443638.0
20220118,2374,23.87,25.63,23.87,24.89,32652235.0,-992000.0,121000.0,104873.0,-766127.0
20220118,2375,104.62,106.71,103.19,103.52,1698944.0,-366000.0,0.0,-15558.0,-381558.0
20220118,2376,113.85,116.66,113.45,114.65,6551094.0,-823980.0,482000.0,226374.0,-115606.0
20220118,2377,129.83,132.72,129.42,130.66,2963509.0,439263.0,-4000.0,-12100.0,423163.0
20220118,2379,429.66,436.04,427.27,428.07,1533913.0,-220699.0,-48000.0,12119.0,-256580.0
20220118,2380,15.12,15.9,14.92,15.27,4795992.0,-504000.0,0.0,0.0,-504000.0
20220118,2382,73.29,74.64,73.29,74.24,9397989.0,513417.0,125424.0,476227.0,1115068.0
20220118,2383,239.09,252.03,239.09,246.23,2793454.0,159924.0,-305000.0,-18293.0,-163369.0
20220118,2385,68.02,69.18,68.02,68.64,2754569.0,315558.0,91000.0,297684.0,704242.0
