date,code,open,high,low,close,volume,foreign_net,prop_net,dealer_net,total_net
20210719,0878,13.048159258454776,13.055195918931595,12.94962856107611,13.027045249938965,5355423.0,-1322330.0,0.0,-1000858.0,-2323188.0
20210719,1319,32.78,32.82,31.57,32.05,3327638.0,-1435887.0,0.0,-18085.0,-1453972.0
20210719,1471,10.0,10.0,9.82,9.94,644193.0,-41000.0,0.0,0.0,-41000.0
20210719,1522,18.27,18.52,18.27,18.44,401788.0,10000.0,0.0,0.0,10000.0
20210719,1524,8.85,8.93,8.81,8.85,442510.0,-74000.0,0.0,0.0,-74000.0
20210719,1536,93.25,93.25,90.97,92.79,1338258.0,-108000.0,-30000.0,-10695.0,-148695.0
20210719,1582,61.36,61.43,61.14,61.43,227290.0,43000.0,0.0,0.0,43000.0
20210719,1587,23.64,23.64,23.18,23.25,234917.0,-14000.0,0.0,0.0,-14000.0
20210719,2059,347.87,350.62,338.69,342.36,98200.0,-18000.0,0.0,3778.0,-14222.0
20210719,2201,36.25,36.25,35.43,35.47,4634612.0,-2622990.0,0.0,21692.0,-2601298.0
20210719,2204,51.41,51.41,49.95,50.23,5428106.0,-2538000.0,0.0,550000.0,-1988000.0
20210719,2206,24.71,24.71,24.18,24.55,1900002.0,-809000.0,0.0,0.0,-809000.0
20210719,2231,147.57,147.97,144.78,145.18,1065360.0,-47999.0,-117000.0,-25805.0,-190804.0
20210719,2233,102.98,105.39,102.17,104.99,554600.0,144000.0,-155000.0,9460.0,-1540.0
20210719,2243,10.35,10.35,10.35,10.35,9217.0,,,,
20210719,2301,45.32,45.71,45.01,45.71,4713771.0,1280099.0,-281000.0,-445764.0,553335.0
20210719,2302,17.49,17.7,17.18,17.36,781993.0,141000.0,0.0,0.0,141000.0
20210719,2303,40.300428368662054,40.300428368662054,39.62120653366282,39.69667434692383,142468073.0,-32265414.0,-9084000.0,-1089543.0,-42438957.0
20210719,2305,8.43,8.49,8.39,8.41,493181.0,10000.0,0.0,101.0,10101.0
20210719,2308,284.15,285.5,271.56,276.96,12399686.0,-5417591.0,274000.0,124709.0,-5018882.0
20210719,2312,12.38,12.43,12.24,12.29,5828419.0,-1371000.0,0.0,-321198.0,-1692198.0
20210719,2313,39.72642531482514,40.02512220020963,39.08636474609375,39.08636474609375,27043177.0,-1334400.0,137000.0,-664110.0,-1861510.0
20210719,2314,144.54,149.21,142.45,145.48,10268502.0,830112.0,0.0,82647.0,912759.0
20210719,2316,27.6,27.69,27.42,27.6,473616.0,147000.0,0.0,0.0,147000.0
20210719,2317,97.53727384902888,97.94882352771675,95.47952545558948,95.89107513427734,31735324.0,-15168921.0,-63580.0,-235994.0,-15468495.0
20210719,2323,8.44,8.48,8.36,8.44,7828580.0,2280000.0,0.0,405000.0,2685000.0
20210719,2324,17.446902273809272,17.486374300402165,17.36795671486218,17.407428741455078,16159898.0,-908000.0,-10000.0,113614.0,-804386.0
20210719,2327,130.17065548880137,132.88725878181356,128.13319644888267,131.98171997070312,19161155.0,1123540.0,-1000.0,49054.0,1171594.0
20210719,2328,35.71,36.1,35.28,35.54,5988386.0,989000.0,0.0,47001.0,1036001.0
20210719,2329,19.52,20.04,19.26,19.82,17260730.0,1452200.0,17000.0,-373000.0,1096200.0
20210719,2330,533.8454353883094,534.7611222414627,529.2670011225434,532.9297485351562,40644341.0,-21917256.0,-1417000.0,-44619.0,-23378875.0
20210719,2331,20.02,20.02,19.48,19.71,3868751.0,-1698000.0,0.0,-55000.0,-1753000.0
20210719,2332,18.55,18.64,18.31,18.45,2048212.0,-253000.0,0.0,-62003.0,-315003.0
20210719,2337,36.91710813424268,36.91710813424268,36.49277355798702,36.62007522583008,18414297.0,-5015524.0,-3159000.0,-658554.0,-8833078.0
20210719,2338,83.94,85.94,83.03,85.58,17610437.0,-748000.0,0.0,247308.0,-500692.0
20210719,2340,30.02,30.56,29.11,29.75,25671001.0,-2651603.0,0.0,-530377.0,-3181980.0
20210719,2342,42.31,45.75,42.22,45.15,19686707.0,-689000.0,0.0,0.0,-689000.0
20210719,2344,31.695932672783275,31.741733440673976,30.77986443945796,31.14629173278809,108712996.0,-30331981.0,-472000.0,-1895121.0,-32699102.0
20210719,2345,310.79,314.42,306.7,308.97,1553976.0,-242981.0,1000.0,-30550.0,-272531.0
20210719,2347,41.77,41.93,41.37,41.77,4517600.0,-479699.0,-433000.0,-25383.0,-938082.0
