date,code,open,high,low,close,volume,foreign_net,prop_net,dealer_net,total_net
20210823,878,12.565574428567942,12.68722298645525,12.565574428567942,12.63713264465332,11093033.0,1113837.0,0.0,-9835987.0,-8722150.0
20210823,1319,29.07,29.55,29.07,29.2,491209.0,39000.0,0.0,-36.0,38964.0
20210823,1471,7.39,7.75,7.39,7.49,584705.0,192000.0,0.0,0.0,192000.0
20210823,1522,16.22,16.47,16.17,16.39,119010.0,21000.0,0.0,-1000.0,20000.0
20210823,1524,7.86,7.93,7.84,7.91,114502.0,-51000.0,0.0,0.0,-51000.0
20210823,1536,86.36,87.84,85.9,87.84,568132.0,182000.0,0.0,-152898.0,29102.0
20210823,1582,49.62,50.71,49.23,50.64,929107.0,-125000.0,0.0,-4000.0,-129000.0
20210823,1587,20.79,21.17,20.52,21.1,158787.0,38000.0,47000.0,-9000.0,0.0
20210823,2059,334.56,336.4,332.73,332.73,160000.0,-6000.0,0.0,-16154.0,-22154.0
20210823,2201,32.42,32.55,32.15,32.24,2814036.0,-943000.0,0.0,-429064.0,-1372064.0
20210823,2204,49.58,50.5,49.58,50.5,711539.0,-332000.0,0.0,6737.0,-325263.0
20210823,2206,22.57,22.83,22.57,22.7,1220435.0,-305000.0,0.0,3000.0,-302000.0
20210823,2231,120.12,123.31,119.33,122.91,711471.0,278687.0,-78000.0,1500.0,202187.0
20210823,2233,90.66,94.4,90.66,92.32,847001.0,684300.0,0.0,-71985.0,612315.0
20210823,2243,10.84,11.91,10.84,11.91,647190.0,-286000.0,0.0,0.0,-286000.0
20210823,2301,47.09,47.82,47.01,47.26,3806809.0,-427352.0,3000.0,276024.0,-148328.0
20210823,2302,14.94,15.5,14.9,15.16,306591.0,216000.0,0.0,2000.0,218000.0
20210823,2303,44.72783615036132,45.81875717077944,44.416142731654006,45.66291046142578,162895991.0,-18942262.0,2602000.0,4516759.0,-11823503.0
20210823,2305,7.72,7.85,7.65,7.82,454786.0,-45000.0,0.0,0.0,-45000.0
20210823,2308,244.0,249.04,242.63,247.2,5312768.0,-3724433.0,71000.0,69319.0,-3584114.0
20210823,2312,10.86,11.32,10.86,11.23,5725548.0,577000.0,0.0,-41778.0,535222.0
20210823,2313,33.923209810248345,34.64861047882698,33.411162662488884,34.43525695800781,8637229.0,-774000.0,164000.0,-97587.0,-707587.0
20210823,2314,110.74,117.03,110.39,115.52,3953044.0,-478000.0,0.0,256606.0,-221394.0
20210823,2316,25.04,25.7,25.04,25.66,224019.0,32000.0,0.0,27000.0,59000.0
20210823,2317,90.03835108557413,92.1719613008721,90.03835108557413,91.7452392578125,22499882.0,-4237366.0,1041000.0,-573686.0,-3770052.0
20210823,2323,7.73,7.86,7.73,7.84,4340229.0,-421000.0,0.0,6156.0,-414844.0
20210823,2324,17.762681798697148,17.84162735228804,17.644264221191406,17.644264221191406,11215498.0,654600.0,390000.0,953805.0,1998405.0
20210823,2327,104.0860561477899,105.2387271774054,102.35704960336666,104.66239166259766,28095155.0,865918.0,9000.0,-62015.0,812903.0
20210823,2328,32.68,33.55,32.6,33.42,4937581.0,37000.0,0.0,-9103.0,27897.0
20210823,2329,22.59,23.63,22.55,23.24,19475064.0,-1428100.0,21000.0,115231.0,-1291869.0
20210823,2330,512.7846869478799,523.7729302396201,511.8690000069015,518.27880859375,33685159.0,-25046393.0,856000.0,2678601.0,-21511792.0
20210823,2331,17.59,18.12,17.54,18.07,3359655.0,743000.0,0.0,-5943.0,737057.0
20210823,2332,16.19,16.53,16.19,16.53,1283176.0,-330000.0,0.0,-76280.0,-406280.0
20210823,2337,32.546462018509196,33.14053109674684,32.4615963947964,32.92836380004883,15326813.0,-1294900.0,432000.0,638937.0,-223963.0
20210823,2338,70.95,75.75,70.4,75.75,18478385.0,3623000.0,2793000.0,830000.0,823000.0
20210823,2340,28.8,29.16,28.57,28.98,5947390.0,2110137.0,0.0,-408272.0,1701865.0
20210823,2342,38.01,38.97,37.87,38.6,2590209.0,651000.0,0.0,1705.0,652705.0
20210823,2344,26.47434777326687,27.298807436481813,26.428545241984743,27.023988723754883,35900002.0,5875852.0,-1119000.0,1035472.0,5792324.0
20210823,2345,266.0,270.17,263.22,266.93,1609833.0,-96203.0,315000.0,1463.0,220260.0
20210823,2347,41.13,41.29,40.81,41.13,2080590.0,375524.0,0.0,10778.0,386302.0
20210823,2349,9.53,9.63,9.46,9.58,3304763.0,-133000.0,0.0,0.0,-133000.0
20210823,2351,124.37,134.07,123.49,130.99,7630633.0,104000.0,584000.0,80533.0,768533.0
20210823,2352,27.67,27.86,27.48,27.67,4133538.0,-2158000.0,155000.0,-331684.0,-2334684.0
20210823,2353,19.77196050185963,19.972081553389376,19.69191177588724,19.932056427001953,8351669.0,-8493617.0,10000.0,431708.0,-8051909.0
20210823,2354,59.89,60.52,59.44,60.34,13075126.0,-937188.0,0.0,287410.0,-649778.0
20210823,2355,25.992570420701284,26.944045898374107,25.992570420701284,26.77105140686035,1088284.0,345000.0,0.0,-19854.0,325146.0
20210823,2356,20.48,20.7,20.44,20.61,8603745.0,6255332.0,292000.0,627206.0,7174538.0
20210823,2357,239.91,242.19,238.77,241.05,2116456.0,-452439.0,12000.0,-19969.0,-460408.0
20210823,2359,15.3,15.66,15.25,15.61,723402.0,32000.0,0.0,5000.0,37000.0
20210823,2360,158.75,160.52,158.3,158.3,479379.0,187000.0,34000.0,-5662.0,215338.0
20210823,2362,23.87,24.19,23.87,24.11,651869.0,-30000.0,0.0,1000.0,-29000.0
20210823,2363,27.23,28.76,26.91,28.55,24985827.0,-12000.0,0.0,296887.0,284887.0
20210823,2365,9.32,9.58,9.32,9.49,395001.0,14000.0,0.0,1000.0,15000.0
20210823,2367,17.85604476928711,18.046001697137537,17.761066305361897,17.85604476928711,5395651.0,381000.0,0.0,-24845.0,356155.0
20210823,2368,68.85,68.95,66.37,67.86,38043900.0,-3377000.0,582000.0,456395.0,-2338605.0
20210823,2369,23.908174332183027,25.60950469970703,23.863401446670505,25.60950469970703,29363611.0,736000.0,0.0,122948.0,858948.0
