date,code,open,high,low,close,volume,foreign_net,prop_net,dealer_net,total_net
20210706,0878,12.942590826971315,12.984818844879742,12.935552823986582,12.949628829956056,7108390.0,1160533.0,69000.0,1091533.0,0.0
20210706,1319,31.14,31.18,30.8,30.93,731103.0,314000.0,130000.0,184000.0,0.0
20210706,1471,11.4,11.65,10.6,10.8,3973666.0,11000.0,592000.0,-581000.0,0.0
20210706,1522,18.48,18.6,18.4,18.52,758030.0,206000.0,50000.0,156000.0,0.0
20210706,1524,8.77,8.85,8.61,8.61,569059.0,23092.0,213000.0,-189908.0,0.0
20210706,1536,99.65,99.65,97.82,98.28,707212.0,40000.0,36000.0,4000.0,0.0
20210706,1582,60.78,61.07,60.7,60.7,241789.0,48000.0,16000.0,32000.0,0.0
20210706,1587,23.6,24.14,23.29,24.06,616559.0,73000.0,77000.0,-4000.0,0.0
20210706,2059,362.1,363.47,356.13,356.59,84036.0,13000.0,14000.0,-1000.0,-27000.0
20210706,2201,36.85,37.15,36.63,36.63,2700027.0,683000.0,388000.0,295000.0,0.0
20210706,2204,52.93,53.14,52.58,52.79,1227922.0,218000.0,126000.0,92000.0,0.0
20210706,2206,25.66,25.7,25.5,25.54,1362165.0,198010.0,352000.0,-153990.0,0.0
20210706,2231,155.13,155.13,150.35,150.75,2387655.0,118000.0,523000.0,-405000.0,-62000.0
20210706,2233,113.84,113.84,109.82,109.82,1028566.0,58000.0,357000.0,-299000.0,-30000.0
20210706,2243,11.28,11.52,11.23,11.43,16384.0,1000.0,1000.0,0.0,0.0
20210706,2301,45.79,45.79,45.24,45.64,6348339.0,1825097.0,2538001.0,-712904.0,0.0
20210706,2302,18.39,18.39,17.18,17.53,4303067.0,300000.0,818000.0,-518000.0,0.0
20210706,2303,41.43246090258096,41.658867210683816,40.22495579451174,40.3004264831543,144568255.0,14852595.0,52889916.0,-38037321.0,-2315000.0
20210706,2305,8.81,8.95,8.65,8.67,1534011.0,278000.0,630000.0,-352000.0,0.0
20210706,2308,274.26,274.26,271.12,272.91,2509271.0,1799804.0,1003000.0,796804.0,12000.0
20210706,2312,12.75,12.75,12.34,12.38,10944789.0,362000.0,4101000.0,-3739000.0,0.0
20210706,2313,34.49003185589247,35.477810649797384,34.44887178941959,35.10739517211914,18873902.0,3687230.0,2526000.0,1161230.0,-3000.0
20210706,2314,124.96,127.76,118.2,121.23,6926050.0,913000.0,3847000.0,-2934000.0,0.0
20210706,2316,27.02,27.07,26.67,26.72,246962.0,23000.0,40000.0,-17000.0,0.0
20210706,2317,95.89107513427734,96.71417449165313,95.06797577690158,95.89107513427734,43748805.0,15964848.0,9651553.0,6313295.0,-12000.0
20210706,2323,8.48,8.52,8.31,8.36,4228932.0,365000.0,531000.0,-166000.0,9000.0
20210706,2324,17.604790300466977,17.80215342717966,17.565318277428904,17.723209381103516,14377601.0,8484979.0,3402000.0,5082979.0,302000.0
20210706,2327,131.07618779209406,135.60385534221325,130.8497932453174,135.15109252929688,49587657.0,4088840.0,1293450.0,2795390.0,300000.0
20210706,2328,35.32,35.32,34.63,34.89,6879238.0,1086000.0,1276000.0,-190000.0,0.0
20210706,2329,18.61,18.7,18.18,18.26,17149391.0,2483000.0,4441000.0,-1958000.0,0.0
20210706,2330,544.8337307491818,545.7494176916174,539.3396090945682,542.086669921875,12997112.0,7985053.0,8034664.0,-49611.0,-368400.0
20210706,2331,19.31,19.35,19.04,19.09,1725568.0,392000.0,649000.0,-257000.0,0.0
20210706,2332,19.42,19.42,18.55,18.69,9667935.0,492000.0,5498000.0,-5006000.0,0.0
20210706,2337,38.31741770680567,38.52958501805617,37.72334858782104,37.76578140258789,14377905.0,1609000.0,3716000.0,-2107000.0,-407000.0
20210706,2338,82.85,88.86,81.12,86.49,60714217.0,10099450.0,5929200.0,4170250.0,0.0
20210706,2340,27.17,27.17,25.67,25.99,24232237.0,1241000.0,6043000.0,-4802000.0,0.0
20210706,2342,40.44,41.21,37.28,38.7,29059606.0,3795000.0,3905000.0,-110000.0,0.0
